id,topic_id,type,text,answer,options,irt_a,irt_b
170,9,OPEN,"How do the resource management priorities of a smartphone operating system differ from those of a supercomputer operating system, and why?","""A supercomputer operating system primarily prioritizes maximizing computational performance, focusing heavily on the efficient allocation of processors and memory to handle intensive workloads. In contrast, a smartphone operating system must prioritize energy conservation due to limited battery life. Consequently, a smartphone OS will actively manage power by putting the CPU to sleep or disabling unused hardware features, which is not a primary concern for a supercomputer.""",null,1,0
173,9,OPEN,"Compare monolithic kernels and microkernels in terms of their robustness and performance, explaining how their architectural differences lead to these trade-offs.","""Monolithic kernels offer high performance because all components, such as the file system and device drivers, execute within a single address space, allowing fast communication via direct function calls. However, this lack of isolation reduces robustness, as a failure in any single kernel component can crash the entire system. In contrast, microkernels improve robustness by running services as isolated user-mode processes that can crash and restart without bringing down the system, but this architecture introduces significant performance overhead due to the heavy inter-process communication (IPC) required between these separate servers.""",null,1.1,0.5
174,9,OPEN,"Why is it fundamentally impossible to build an operating system that is completely portable to any hardware architecture without any code modification, and how do highly portable operating systems address this limitation in their design?","""An operating system must interact directly with physical hardware, meaning it inevitably contains code that depends on architecture-specific details such as the processor's instruction set and memory management system. To achieve high portability, operating systems are designed with a strict separation between a platform-specific part and a platform-independent part. When porting the OS, only the platform-specific part (which handles low-level hardware interactions) needs to be rewritten, while the platform-independent part can simply be recompiled for the new architecture.""",null,1.1,0.5
178,9,OPEN,"Compare monolithic and microkernel architectures in terms of their robustness and performance, and explain how a hybrid kernel design attempts to compromise between these two paradigms.","""Monolithic kernels execute all components in a single address space, offering high performance through fast communication but lower robustness because a failure in any component can crash the entire system. In contrast, microkernels run services as separate user-mode processes, which isolates failures to improve robustness but introduces significant performance overhead due to intensive inter-process communication (IPC). A hybrid kernel compromises by structuring some components as servers but running them inside kernel space, aiming to maintain the modularity of a microkernel while reducing IPC overhead to improve performance.""",null,1.2,1
230,9,OPEN,"What is the mascot of the Linux operating system, and what is the story behind its selection?","""The mascot of the Linux operating system is a penguin named Tux. It was chosen after Linus Torvalds was bitten by a penguin at the National Zoo & Aquarium in Canberra, Australia, in 1996.""",null,1,-1
234,9,OPEN,Why is it infeasible to build an operating system that is completely portable to different system architectures without any modification?,"""By definition, an operating system must interact directly with the underlying hardware. Because of this, it inherently contains code that depends on the specific details of the processor architecture, such as its instruction set and memory management system, making it impossible to run on different architectures without modification.""",null,1,-0.5
239,9,OPEN,"Explain how a microkernel architecture improves system robustness compared to a monolithic kernel architecture, and identify the primary performance trade-off associated with this design choice.","""A microkernel improves robustness by running non-essential services, such as file systems and device drivers, as separate processes in user space. If one of these user-space servers crashes, it can be restarted independently without bringing down the entire operating system, whereas a crash in any part of a monolithic kernel can cause the entire system to fail. However, this design introduces a performance trade-off due to high inter-process communication (IPC) overhead, as components must frequently communicate across separate address spaces.""",null,1,0
243,9,OPEN,"Explain how the architectural differences between monolithic kernels and microkernels impact both system robustness and performance when a non-essential system service, such as a device driver, crashes.","""In a monolithic kernel, all components run in a single address space in kernel mode, meaning a crash in a device driver can corrupt kernel memory and bring down the entire system, though normal communication remains highly efficient. In contrast, a microkernel runs services as isolated processes in user space, allowing a crashed driver to be restarted without crashing the system, which greatly improves robustness. However, this isolation introduces a performance penalty because communicating with the user-space service requires expensive inter-process communication (IPC) overhead.""",null,1.1,0.5
244,9,OPEN,"Why is it fundamentally impossible to design a highly portable operating system that requires absolutely no code modification when moving to a new hardware architecture, and how do modern operating systems structurally resolve this limitation?","""An operating system must directly interact with physical hardware, meaning it inherently contains code that depends on architecture-specific details like instruction sets and memory management systems, making zero-modification portability impossible. To resolve this, modern operating systems split their architecture into a platform-specific layer (like the Hardware Abstraction Layer) and a platform-independent layer. When porting the OS, only the platform-specific layer needs to be rewritten or modified, while the platform-independent layer can simply be recompiled.""",null,1.1,0.5
248,9,OPEN,"Evaluate the trade-offs between monolithic kernels and microkernels regarding robustness and performance. How does a hybrid kernel design attempt to balance these trade-offs, and what is the primary structural risk associated with this compromise?","""Monolithic kernels offer high performance because all components share an address space, but they lack robustness since a failure in any component can crash the entire system. Microkernels improve robustness by running services as isolated user-mode processes, but this introduces significant performance overhead due to heavy inter-process communication (IPC). A hybrid kernel attempts to balance this by structuring components as servers but running them within kernel space to eliminate IPC overhead; however, this compromise means that a failure in these kernel-space components can still destabilize and crash the entire system.""",null,1.2,1
249,9,OPEN,Explain why it is fundamentally infeasible to design an operating system that can be ported to a completely different hardware architecture without any code modification. How do operating systems structurally resolve this challenge to make porting as efficient as possible?,"""An operating system must interact directly with physical hardware, meaning it inevitably contains code that is strictly dependent on a specific processor's instruction set and memory management system. To make porting feasible, OS designers split the system into a platform-specific layer (such as the Hardware Abstraction Layer in Windows NT) and a platform-independent layer. When porting to a new architecture, only the low-level, platform-specific layer needs to be rewritten or modified, while the rest of the OS functionality can simply be recompiled using the APIs exposed by that layer.""",null,1.2,1
275,9,OPEN,What are the primary advantages of splitting an operating system's execution into user mode and kernel mode?,"""Splitting an operating system into user mode and kernel mode provides key benefits in protection, reliability, and security. Running user applications in an unprivileged user mode ensures they cannot access privileged CPU instructions or directly corrupt critical system memory. This isolation means that if a user-mode process crashes, it can be safely restarted without bringing down the entire operating system, thereby enhancing overall system reliability and security.""",null,1,-1
280,9,OPEN,Why is it considered infeasible to build an operating system that is highly portable without requiring any modifications when moving to a different system architecture?,"""An operating system must interact directly with the underlying hardware by definition. Because of this, it inevitably contains code that is strictly dependent on the specific details of the processor architecture, such as its instruction set and memory management system, making complete portability without modification impossible.""",null,1,-0.5
285,9,OPEN,"Contrast monolithic kernels and microkernels in terms of their robustness and performance, explaining the architectural reasons for these differences.","""Monolithic kernels offer high performance because all components (such as the scheduler, file system, and device drivers) execute within a single address space, allowing fast communication via direct function calls. However, this lack of isolation reduces robustness, as a failure in any single kernel component can crash the entire system. In contrast, microkernels improve robustness by running services as isolated user-mode processes, meaning a crash in one service does not bring down the entire system. However, this architecture incurs a significant performance penalty due to the high overhead of inter-process communication (IPC) required to coordinate these separate services.""",null,1,0
289,9,OPEN,"Compare monolithic kernels and microkernels in terms of their robustness and performance trade-offs, and explain how a hybrid kernel design attempts to compromise between these two architectures.","""Monolithic kernels run all components in a single address space, which provides high performance due to fast communication but suffers from low robustness because a failure in any component can crash the entire system. In contrast, microkernels improve robustness by running services as isolated user-mode processes that can fail and restart without crashing the system, though this introduces high inter-process communication (IPC) overhead. Hybrid kernels attempt to compromise by structuring some components as servers but running them within kernel space, reducing IPC overhead while maintaining some architectural separation.""",null,1.1,0.5
290,9,OPEN,"Explain how splitting an operating system's execution into user mode and kernel mode enhances system protection and reliability, and analyze the primary performance cost associated with this architectural decision.","""Splitting execution into user mode and kernel mode enhances protection because unprivileged user-mode processes cannot directly access hardware or execute privileged instructions, preventing them from corrupting other processes or the kernel. Reliability is improved because if a user-mode process crashes, it can be safely restarted by the kernel without bringing down the entire system. However, this separation introduces a significant performance cost due to the expensive overhead associated with transitioning through the kernel-user mode boundary during system calls or interrupts.""",null,1.1,0.5
293,9,OPEN,"How does the architectural design of a hybrid kernel, such as Windows NT, attempt to balance the trade-offs between a monolithic kernel and a pure microkernel, and what is the critical vulnerability introduced by this compromise?","""A hybrid kernel balances trade-offs by structuring its services similarly to a microkernel, but running most of these components within kernel space rather than user space to eliminate high inter-process communication (IPC) overhead. While this design compromise improves performance compared to pure microkernels, it compromises robustness. Because these components run in kernel memory with elevated privileges, a failure in any single service can corrupt kernel memory and bring down the entire system, resulting in a total system crash.""",null,1.2,1
294,9,OPEN,"Explain why it is fundamentally infeasible to build a highly portable operating system without any platform-specific modifications, and describe how modern operating systems are structured to overcome this limitation.","""An operating system must interact directly with physical hardware, meaning it inherently contains code that depends on processor-specific instruction sets and memory management systems, making absolute zero-modification portability impossible. To overcome this, highly portable operating systems are divided into a platform-specific part and a platform-independent part. The platform-specific part directly handles low-level hardware interactions and exposes an API, allowing the platform-independent functionality to be written generally and simply recompiled when porting to a new architecture.""",null,1.2,1
323,9,OPEN,What is the primary difference between running a process in kernel mode versus user mode?,"""Kernel mode operates with elevated privileges, allowing full access to all hardware, memory, and CPU privileged instructions. In contrast, user mode is unprivileged, meaning processes are isolated and cannot directly access hardware or execute privileged instructions. To interact with hardware, user-mode processes must use system calls provided by the kernel, which helps maintain system stability and security.""",null,1,-1
328,9,OPEN,Why is it infeasible to build an operating system that is portable to different system architectures without any modification?,"""An operating system must interact directly with the underlying hardware. Consequently, it must contain code that depends on the specific details of the processor architecture, such as its instruction set and memory management system, making complete portability without modification impossible.""",null,1,-0.5
333,9,OPEN,"Explain how monolithic kernels and microkernels differ in their approach to system robustness and performance, and discuss the trade-offs involved.","""Monolithic kernels run all system services in a single address space, which maximizes performance by avoiding communication overhead but reduces robustness because a failure in any component can crash the entire system. In contrast, microkernels improve robustness by running services as isolated user-mode processes, meaning a crashed service can be restarted without bringing down the system. However, this isolation introduces significant inter-process communication (IPC) overhead, which can negatively impact overall system performance.""",null,1,0
337,9,OPEN,"Compare how a monolithic kernel and a microkernel handle a device driver failure, and explain the fundamental performance trade-off associated with each architecture.","""In a monolithic kernel, all components, including device drivers, execute in a single address space in kernel mode, meaning a driver failure can corrupt memory and crash the entire system. In contrast, a microkernel runs device drivers as separate servers in user-mode, allowing a crashed driver to be restarted safely without bringing down the system. However, this reliability in microkernels comes at a performance cost due to the high overhead of inter-process communication (IPC) required between separate user-space servers, whereas monolithic components communicate quickly via direct function calls.""",null,1.1,0.5
338,9,OPEN,"Explain why it is impossible to build an operating system that is completely portable across different processor architectures without any modification, and describe the architectural division used to overcome this limitation.","""An operating system must directly interact with hardware, meaning it inherently contains code that depends on architecture-specific features like instruction sets and memory management systems. To achieve portability despite this, operating systems are divided into a platform-specific part and a platform-independent part. The platform-specific part is rewritten to handle low-level hardware interactions for a new architecture, while the platform-independent part implements general OS functionality and can simply be recompiled using the API exposed by the platform-specific layer.""",null,1.1,0.5
342,9,OPEN,"Evaluate the trade-offs between monolithic kernels and microkernels regarding robustness, complexity, and performance. How does a hybrid kernel design attempt to reconcile these competing characteristics?","""Monolithic kernels offer high performance due to fast in-address-space communication but suffer from high complexity and low robustness, where a single component failure can crash the entire system. In contrast, microkernels improve robustness and reduce complexity by running services as isolated user-mode processes, though this introduces significant IPC overhead that degrades performance. A hybrid kernel design attempts to reconcile these trade-offs by structuring some components as servers but running them within kernel space, achieving greater structural separation than a monolithic kernel while avoiding the performance penalties of user-mode IPC.""",null,1.2,1
343,9,OPEN,Explain why it is fundamentally infeasible to build an operating system that is portable to different CPU architectures without any code modification. How do operating systems structurally resolve this limitation to achieve high portability?,"""Operating systems must interact directly with physical hardware, meaning they inherently contain code that depends on architecture-specific details like instruction sets and memory management systems, making zero-modification portability impossible. To resolve this, operating systems structurally separate their codebase into a platform-specific layer (such as the Hardware Abstraction Layer in Windows NT) and a platform-independent layer. When porting the OS, only the platform-specific layer needs to be rewritten for the new hardware, while the platform-independent layer can simply be recompiled using the API exposed by the platform-specific layer.""",null,1.2,1
